Country,"Account ID","Campaign ID","Ad name",Currency,"Amount spent (USD)",Leads,"Cost per lead","Registrations completed","Cost per registration completed","CTR (all)","CPM (cost per 1,000 impressions)",Reach,Impressions,Frequency,"Reporting starts","Reporting ends"
KR,1641083631350576,120246559809240106,🇰🇷_KR_54_[Olympus],USD,4.18,,,,,1.51515152,31.66666667,130,132,1.01538462,2026-07-01,2026-07-16
KR,1641083631350576,120246559809430106,🇰🇷_KR_54_[Olympus],USD,10.63,1,10.63,,,0.93457944,33.1152648,319,321,1.00626959,2026-07-01,2026-07-16
KR,1641083631350576,120246559809460106,🇰🇷_KR_54_[Olympus],USD,115.07,14,8.21928571,3,38.35666667,1.02150538,30.9327957,3375,3720,1.10222222,2026-07-01,2026-07-16
KR,1641083631350576,120246559809050106,🇰🇷_KR_54_[Olympus],USD,4.08,,,,,0,24.14201183,167,169,1.01197605,2026-07-01,2026-07-16
KR,1641083631350576,120246559809150106,🇰🇷_KR_54_[Olympus],USD,9.98,1,9.98,,,1.05633803,35.14084507,278,284,1.02158273,2026-07-01,2026-07-16
KR,1641083631350576,120246559809300106,🇰🇷_KR_54_[Olympus],USD,20.71,4,5.1775,2,10.355,1.45985401,50.3892944,409,411,1.00488998,2026-07-01,2026-07-16
KR,1641083631350576,120246559809070106,🇰🇷_KR_54_[Olympus],USD,2.84,,,,,0,22.36220472,124,127,1.02419355,2026-07-01,2026-07-16
KR,1641083631350576,120246559809440106,🇰🇷_KR_54_[Olympus],USD,2.61,,,,,0,17.17105263,145,152,1.04827586,2026-07-01,2026-07-16
KR,1641083631350576,120246559809160106,🇰🇷_KR_54_[Olympus],USD,7.81,1,7.81,,,2,52.06666667,148,150,1.01351351,2026-07-01,2026-07-16
KR,1641083631350576,120246559809220106,🇰🇷_KR_54_[Olympus],USD,1.41,1,1.41,,,0,282,5,5,1,2026-07-01,2026-07-16
KR,1641083631350576,120246559809370106,🇰🇷_KR_54_[Olympus],USD,9.89,1,9.89,,,1.36986301,33.86986301,287,292,1.0174216,2026-07-01,2026-07-16
KR,1641083631350576,120246559809040106,🇰🇷_KR_54_[Olympus],USD,12.37,1,12.37,,,0.64724919,40.03236246,296,309,1.04391892,2026-07-01,2026-07-16
KR,1641083631350576,120246559809210106,🇰🇷_KR_54_[Olympus],USD,10.39,1,10.39,,,0.51948052,26.98701299,362,385,1.06353591,2026-07-01,2026-07-16
KR,1641083631350576,120246559809260106,🇰🇷_KR_54_[Olympus],USD,12.9,1,12.9,,,1.03359173,33.33333333,369,387,1.04878049,2026-07-01,2026-07-16
KR,1641083631350576,120246559809100106,🇰🇷_KR_54_[Olympus],USD,3.45,,,,,0,29.74137931,112,116,1.03571429,2026-07-01,2026-07-16
KR,1641083631350576,120246559809130106,🇰🇷_KR_54_[Olympus],USD,4.56,,,,,0,43.84615385,103,104,1.00970874,2026-07-01,2026-07-16
KR,1641083631350576,120246559809170106,🇰🇷_KR_54_[Olympus],USD,3.18,,,,,0,28.90909091,108,110,1.01851852,2026-07-01,2026-07-16
KR,1641083631350576,120246559809110106,🇰🇷_KR_54_[Olympus],USD,2.68,,,,,0,41.875,64,64,1,2026-07-01,2026-07-16
KR,1641083631350576,120246559809180106,🇰🇷_KR_54_[Olympus],USD,4.35,1,4.35,,,1.70940171,37.17948718,115,117,1.0173913,2026-07-01,2026-07-16
KR,1641083631350576,120246559809200106,🇰🇷_KR_54_[Olympus],USD,3.77,,,,,0.90909091,34.27272727,109,110,1.00917431,2026-07-01,2026-07-16
KR,1641083631350576,120246559809090106,🇰🇷_KR_54_[Olympus],USD,12.45,4,3.1125,2,6.225,2.14723926,38.19018405,314,326,1.03821656,2026-07-01,2026-07-16
KR,1641083631350576,120246559809080106,🇰🇷_KR_54_[Olympus],USD,4.96,,,,,0,40.32520325,118,123,1.04237288,2026-07-01,2026-07-16
KR,1641083631350576,120246559809250106,🇰🇷_KR_54_[Olympus],USD,0.39,,,,,0,390,1,1,1,2026-07-01,2026-07-16
KR,1641083631350576,120246559808600106,🇰🇷_KR_54_[Olympus],USD,3.07,,,,,0,19.3081761,153,159,1.03921569,2026-07-01,2026-07-16
KR,1641083631350576,120246572845000106,🇰🇷_KR_54_[Olympus],USD,8.19,1,8.19,,,0.61349693,50.24539877,159,163,1.02515723,2026-07-01,2026-07-16
KR,1641083631350576,120246572929900106,🇰🇷_KR_54_[Olympus],USD,6.63,,,,,0,38.32369942,171,173,1.01169591,2026-07-01,2026-07-16
KR,1641083631350576,120246572933470106,🇰🇷_KR_54_[Olympus],USD,8.72,,,,,2.98507463,65.07462687,127,134,1.05511811,2026-07-01,2026-07-16
KR,1641083631350576,120246572933460106,🇰🇷_KR_54_[Olympus],USD,6.46,,,,,2.5477707,41.14649682,150,157,1.04666667,2026-07-01,2026-07-16
KR,1641083631350576,120246572933450106,🇰🇷_KR_54_[Olympus],USD,6.47,,,,,0,42.2875817,150,153,1.02,2026-07-01,2026-07-16
KR,1641083631350576,120246572933440106,🇰🇷_KR_54_[Olympus],USD,1.79,1,1.79,1,1.79,4,71.6,25,25,1,2026-07-01,2026-07-16
KR,1641083631350576,120246572933430106,🇰🇷_KR_54_[Olympus],USD,2.79,,,,,0,99.64285714,28,28,1,2026-07-01,2026-07-16
KR,1641083631350576,120246572933190106,🇰🇷_KR_54_[Olympus],USD,9.78,,,,,1.45985401,71.38686131,136,137,1.00735294,2026-07-01,2026-07-16
KR,1641083631350576,120246572933100106,🇰🇷_KR_54_[Olympus],USD,6.02,,,,,0.40322581,24.27419355,230,248,1.07826087,2026-07-01,2026-07-16
KR,1641083631350576,120246572933140106,🇰🇷_KR_54_[Olympus],USD,5.98,,,,,0.6097561,36.46341463,159,164,1.03144654,2026-07-01,2026-07-16
KR,1641083631350576,120246572933110106,🇰🇷_KR_54_[Olympus],USD,6.49,,,,,0.63694268,41.33757962,155,157,1.01290323,2026-07-01,2026-07-16
KR,1641083631350576,120246572933400106,🇰🇷_KR_54_[Olympus],USD,1.72,,,,,0,55.48387097,31,31,1,2026-07-01,2026-07-16
KR,1641083631350576,120246572933130106,🇰🇷_KR_54_[Olympus],USD,8,,,,,0.65789474,52.63157895,149,152,1.02013423,2026-07-01,2026-07-16
KR,1641083631350576,120246572933150106,🇰🇷_KR_54_[Olympus],USD,7.05,,,,,0,59.24369748,118,119,1.00847458,2026-07-01,2026-07-16
KR,1641083631350576,120246572933210106,🇰🇷_KR_54_[Olympus],USD,6.87,,,,,0,30.39823009,203,226,1.11330049,2026-07-01,2026-07-16
KR,1641083631350576,120246572933160106,🇰🇷_KR_54_[Olympus],USD,3.16,,,,,0,71.81818182,44,44,1,2026-07-01,2026-07-16
KR,1641083631350576,120246572933410106,🇰🇷_KR_54_[Olympus],USD,10.72,1,10.72,,,1.41843972,76.02836879,139,141,1.01438849,2026-07-01,2026-07-16
KR,1641083631350576,120246572933170106,🇰🇷_KR_54_[Olympus],USD,8.84,,,,,0.78125,69.0625,127,128,1.00787402,2026-07-01,2026-07-16
KR,1641083631350576,120246572933120106,🇰🇷_KR_54_[Olympus],USD,1.4,,,,,0,48.27586207,29,29,1,2026-07-01,2026-07-16
KR,1641083631350576,120246572932690106,🇰🇷_KR_54_[Olympus],USD,6.62,,,,,0,40.36585366,163,164,1.00613497,2026-07-01,2026-07-16
KR,1641083631350576,120246572933090106,🇰🇷_KR_54_[Olympus],USD,2.06,1,2.06,1,2.06,2.94117647,60.58823529,34,34,1,2026-07-01,2026-07-16
KR,1641083631350576,120246572933200106,🇰🇷_KR_54_[Olympus],USD,3.35,,,,,0,76.13636364,44,44,1,2026-07-01,2026-07-16
KR,1641083631350576,120246572933220106,🇰🇷_KR_54_[Olympus],USD,8.02,,,,,0,54.18918919,146,148,1.01369863,2026-07-01,2026-07-16
KR,1641083631350576,120246572933180106,🇰🇷_KR_54_[Olympus],USD,8.06,1,8.06,,,2.06896552,55.5862069,143,145,1.01398601,2026-07-01,2026-07-16
KR,1641083631350576,120246572933230106,🇰🇷_KR_54_[Olympus],USD,2.86,,,,,3.33333333,95.33333333,30,30,1,2026-07-01,2026-07-16
KR,1641083631350576,120246572933270106,🇰🇷_KR_54_[Olympus],USD,6.21,,,,,0.71942446,22.3381295,255,278,1.09019608,2026-07-01,2026-07-16
KR,1641083631350576,120246572933390106,🇰🇷_KR_54_[Olympus],USD,9.08,,,,,2.73972603,62.19178082,143,146,1.02097902,2026-07-01,2026-07-16
KR,1641083631350576,120246572933280106,🇰🇷_KR_54_[Olympus],USD,6.58,,,,,0.38610039,25.40540541,252,259,1.02777778,2026-07-01,2026-07-16
KR,1641083631350576,120246572933250106,🇰🇷_KR_54_[Olympus],USD,2.28,,,,,0,58.46153846,38,39,1.02631579,2026-07-01,2026-07-16
KR,1641083631350576,120246572933240106,🇰🇷_KR_54_[Olympus],USD,6.75,,,,,0.64935065,43.83116883,154,154,1,2026-07-01,2026-07-16
KR,1641083631350576,120246586199600106,🇰🇷_KR_54_[Olympus],USD,4.42,,,,,4,176.8,25,25,1,2026-07-01,2026-07-16
KR,1641083631350576,120246588486040106,🇰🇷_KR_54_[Olympus],USD,6.22,1,6.22,,,1.45985401,45.40145985,134,137,1.02238806,2026-07-01,2026-07-16
KR,1641083631350576,120246588486080106,🇰🇷_KR_54_[Olympus],USD,6.16,1,6.16,,,0.625,38.5,154,160,1.03896104,2026-07-01,2026-07-16
KR,1641083631350576,120246588486120106,🇰🇷_KR_54_[Olympus],USD,3.2,,,,,1.26582278,40.50632911,78,79,1.01282051,2026-07-01,2026-07-16
KR,1641083631350576,120246588486140106,🇰🇷_KR_54_[Olympus],USD,7.94,1,7.94,,,1.61290323,64.03225806,122,124,1.01639344,2026-07-01,2026-07-16
KR,1641083631350576,120246588486110106,🇰🇷_KR_54_[Olympus],USD,6.75,1,6.75,1,6.75,0.82644628,55.78512397,118,121,1.02542373,2026-07-01,2026-07-16
KR,1641083631350576,120246588486150106,🇰🇷_KR_54_[Olympus],USD,1.09,,,,,0,72.66666667,15,15,1,2026-07-01,2026-07-16
KR,1641083631350576,120246588486130106,🇰🇷_KR_54_[Olympus],USD,5.66,1,5.66,1,5.66,0.71428571,40.42857143,134,140,1.04477612,2026-07-01,2026-07-16
KR,1641083631350576,120246588485890106,🇰🇷_KR_54_[Olympus],USD,2,,,,,0,333.33333333,6,6,1,2026-07-01,2026-07-16
KR,1641083631350576,120246588485900106,🇰🇷_KR_54_[Olympus],USD,2.76,,,,,0,32.85714286,83,84,1.01204819,2026-07-01,2026-07-16
KR,1641083631350576,120246602034670106,🇰🇷_KR_54_[Olympus],USD,0.03,,,,,0,10,2,3,1.5,2026-07-01,2026-07-16
KR,1641083631350576,120246602034670106,🇰🇷_KR_55_[Olympus],USD,0.63,,,,,0,27.39130435,23,23,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602412560106,🇰🇷_KR_54_[Olympus],USD,0.04,,,,,0,4.44444444,8,9,1.125,2026-07-01,2026-07-16
KR,1641083631350576,120246602412560106,🇰🇷_KR_55_[Olympus],USD,0.57,,,,,0,28.5,20,20,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415570106,🇰🇷_KR_54_[Olympus],USD,0.27,,,,,0,22.5,12,12,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415400106,🇰🇷_KR_54_[Olympus],USD,0.89,,,,,0,26.96969697,32,33,1.03125,2026-07-01,2026-07-16
KR,1641083631350576,120246602415390106,🇰🇷_KR_54_[Olympus],USD,0.49,,,,,0,20.41666667,24,24,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415680106,🇰🇷_KR_54_[Olympus],USD,0.87,,,,,0,20.23255814,42,43,1.02380952,2026-07-01,2026-07-16
KR,1641083631350576,120246602415690106,🇰🇷_KR_54_[Olympus],USD,0.15,,,,,0,15,10,10,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415650106,🇰🇷_KR_54_[Olympus],USD,2.49,,,,,0,43.68421053,57,57,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415700106,🇰🇷_KR_54_[Olympus],USD,0.15,,,,,0,18.75,8,8,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415410106,🇰🇷_KR_54_[Olympus],USD,0.14,,,,,0,10.76923077,13,13,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415390106,🇰🇷_KR_55_[Olympus],USD,0.99,,,,,0,31.93548387,31,31,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415690106,🇰🇷_KR_55_[Olympus],USD,0.29,,,,,0,19.33333333,14,15,1.07142857,2026-07-01,2026-07-16
KR,1641083631350576,120246602415680106,🇰🇷_KR_55_[Olympus],USD,0.11,,,,,0,13.75,8,8,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415410106,🇰🇷_KR_55_[Olympus],USD,0.74,,,,,0,370,2,2,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415570106,🇰🇷_KR_55_[Olympus],USD,0.41,,,,,0,41,10,10,1,2026-07-01,2026-07-16
KR,1641083631350576,120246602415700106,🇰🇷_KR_55_[Olympus],USD,0.88,,,,,0,35.2,25,25,1,2026-07-01,2026-07-16
KR,1548268670068192,120248627969470786,🇰🇷_KR_54_[Olympus],USD,8.28,,,,,1.25786164,52.0754717,158,159,1.00632911,2026-07-01,2026-07-16
KR,1548268670068192,120248628146590786,🇰🇷_KR_54_[Olympus],USD,0.57,,,,,0,71.25,7,8,1.14285714,2026-07-01,2026-07-16
KR,1548268670068192,120248628208630786,🇰🇷_KR_54_[Olympus],USD,10.06,,,,,0.90909091,45.72727273,211,220,1.04265403,2026-07-01,2026-07-16
KR,1548268670068192,120248628208570786,🇰🇷_KR_54_[Olympus],USD,5.7,,,,,0.60344828,4.9137931,983,1160,1.18006104,2026-07-01,2026-07-16
KR,1548268670068192,120248628208620786,🇰🇷_KR_54_[Olympus],USD,8.37,1,8.37,1,8.37,0.84033613,35.16806723,235,238,1.01276596,2026-07-01,2026-07-16
KR,1548268670068192,120248628208640786,🇰🇷_KR_54_[Olympus],USD,4.88,,,,,0.49019608,23.92156863,200,204,1.02,2026-07-01,2026-07-16
KR,1548268670068192,120248628208650786,🇰🇷_KR_54_[Olympus],USD,14.81,1,14.81,,,1.38888889,68.56481481,212,216,1.01886792,2026-07-01,2026-07-16
KR,1548268670068192,120248654323180786,🇰🇷_KR_54_[Olympus],USD,0.15,,,,,0,10.71428571,12,14,1.16666667,2026-07-01,2026-07-16
KR,1548268670068192,120248654323180786,🇰🇷_KR_55_[Olympus],USD,0.79,,,,,0,39.5,20,20,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654845900786,🇰🇷_KR_55_[Olympus],USD,0.48,,,,,0,68.57142857,7,7,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654847810786,🇰🇷_KR_54_[Olympus],USD,0.02,,,,,0,5,4,4,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654848110786,🇰🇷_KR_54_[Olympus],USD,0.27,,,,,0,16.875,16,16,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654848010786,🇰🇷_KR_54_[Olympus],USD,1.37,,,,,0,32.61904762,42,42,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654847800786,🇰🇷_KR_55_[Olympus],USD,0.36,,,,,0,5.29411765,66,68,1.03030303,2026-07-01,2026-07-16
KR,1548268670068192,120248654848050786,🇰🇷_KR_54_[Olympus],USD,0.25,,,,,0,19.23076923,13,13,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654847970786,🇰🇷_KR_54_[Olympus],USD,0.66,,,,,0,44,15,15,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654847800786,🇰🇷_KR_54_[Olympus],USD,0.46,,,,,9.09090909,41.81818182,11,11,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654848100786,🇰🇷_KR_54_[Olympus],USD,0.2,,,,,0,14.28571429,14,14,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654848090786,🇰🇷_KR_55_[Olympus],USD,0.13,,,,,0,43.33333333,3,3,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654848010786,🇰🇷_KR_55_[Olympus],USD,0.04,,,,,0,13.33333333,3,3,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654848110786,🇰🇷_KR_55_[Olympus],USD,0.5,,,,,0,27.77777778,18,18,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654848050786,🇰🇷_KR_55_[Olympus],USD,0.97,,,,,0,20.63829787,47,47,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654847970786,🇰🇷_KR_55_[Olympus],USD,0.06,,,,,0,20,3,3,1,2026-07-01,2026-07-16
KR,1548268670068192,120248654847810786,🇰🇷_KR_55_[Olympus],USD,0.45,,,,,0,13.23529412,32,34,1.0625,2026-07-01,2026-07-16
KR,1548268670068192,120248654848100786,🇰🇷_KR_55_[Olympus],USD,1.09,,,,,0,33.03030303,33,33,1,2026-07-01,2026-07-16
KR,1085410707243238,120248839691630122,🇰🇷_KR_54_[Olympus],USD,1.15,,,,,0,143.75,8,8,1,2026-07-01,2026-07-16
KR,1085410707243238,120248839736320122,🇰🇷_KR_54_[Olympus],USD,7.86,,,,,0.3257329,25.60260586,292,307,1.05136986,2026-07-01,2026-07-16
KR,1085410707243238,120248839745760122,🇰🇷_KR_54_[Olympus],USD,8.85,,,,,0.89686099,39.68609865,210,223,1.06190476,2026-07-01,2026-07-16
KR,1085410707243238,120248839745770122,🇰🇷_KR_54_[Olympus],USD,5.6,1,5.6,,,1.28755365,24.03433476,217,233,1.07373272,2026-07-01,2026-07-16
KR,1085410707243238,120248839745710122,🇰🇷_KR_54_[Olympus],USD,9.65,,,,,0,53.02197802,179,182,1.01675978,2026-07-01,2026-07-16
KR,1085410707243238,120248839745740122,🇰🇷_KR_54_[Olympus],USD,10.56,,,,,0,40.15209125,251,263,1.04780876,2026-07-01,2026-07-16
KR,1085410707243238,120248839745700122,🇰🇷_KR_54_[Olympus],USD,6.25,1,6.25,,,0.92592593,28.93518519,205,216,1.05365854,2026-07-01,2026-07-16
KR,1085410707243238,120248861793390122,🇰🇷_KR_54_[Olympus],USD,0.18,,,,,0,30,6,6,1,2026-07-01,2026-07-16
KR,1085410707243238,120248861793390122,🇰🇷_KR_55_[Olympus],USD,0.59,,,,,0,19.03225806,27,31,1.14814815,2026-07-01,2026-07-16
KR,1085410707243238,120248862145890122,🇰🇷_KR_55_[Olympus],USD,0.24,,,,,0,40,6,6,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862145890122,🇰🇷_KR_54_[Olympus],USD,0.51,,,,,0,6.4556962,76,79,1.03947368,2026-07-01,2026-07-16
KR,1085410707243238,120248862153230122,🇰🇷_KR_54_[Olympus],USD,0.89,,,,,0,148.33333333,6,6,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862153330122,🇰🇷_KR_54_[Olympus],USD,0.04,,,,,0,8,5,5,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862153300122,🇰🇷_KR_54_[Olympus],USD,0.2,,,,,0,18.18181818,11,11,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862153320122,🇰🇷_KR_54_[Olympus],USD,0.79,,,,,6.25,49.375,16,16,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862153370122,🇰🇷_KR_54_[Olympus],USD,0.36,,,,,2.38095238,8.57142857,41,42,1.02439024,2026-07-01,2026-07-16
KR,1085410707243238,120248862153360122,🇰🇷_KR_54_[Olympus],USD,0.33,,,,,0,6.6,45,50,1.11111111,2026-07-01,2026-07-16
KR,1085410707243238,120248862153300122,🇰🇷_KR_55_[Olympus],USD,0.34,,,,,0,17.89473684,19,19,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862153330122,🇰🇷_KR_55_[Olympus],USD,0.76,,,,,0,47.5,15,16,1.06666667,2026-07-01,2026-07-16
KR,1085410707243238,120248862153320122,🇰🇷_KR_55_[Olympus],USD,0.11,,,,,4.34782609,4.7826087,20,23,1.15,2026-07-01,2026-07-16
KR,1085410707243238,120248862153070122,🇰🇷_KR_54_[Olympus],USD,0.3,,,,,0,42.85714286,7,7,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862153370122,🇰🇷_KR_55_[Olympus],USD,0.15,,,,,0,16.66666667,8,9,1.125,2026-07-01,2026-07-16
KR,1085410707243238,120248862153230122,🇰🇷_KR_55_[Olympus],USD,0.41,,,,,0,41,10,10,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862153360122,🇰🇷_KR_55_[Olympus],USD,0.13,,,,,0,26,5,5,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862153350122,🇰🇷_KR_54_[Olympus],USD,0.33,,,,,0,66,4,5,1.25,2026-07-01,2026-07-16
KR,1085410707243238,120248862153350122,🇰🇷_KR_55_[Olympus],USD,0.59,,,,,0,29.5,20,20,1,2026-07-01,2026-07-16
KR,1085410707243238,120248862153070122,🇰🇷_KR_55_[Olympus],USD,0.68,,,,,0,56.66666667,12,12,1,2026-07-01,2026-07-16
KR,1002716982684382,120249289940130783,🇰🇷_KR_54_[Olympus],USD,1.64,,,,,1.49253731,12.23880597,128,134,1.046875,2026-07-01,2026-07-16
KR,1002716982684382,120249290724240783,🇰🇷_KR_54_[Olympus],USD,2.13,,,,,2.56410256,27.30769231,76,78,1.02631579,2026-07-01,2026-07-16
KR,1002716982684382,120249290724250783,🇰🇷_KR_54_[Olympus],USD,2.15,,,,,0,21.93877551,97,98,1.01030928,2026-07-01,2026-07-16
KR,1002716982684382,120249290724160783,🇰🇷_KR_54_[Olympus],USD,1.48,,,,,1.26582278,9.36708861,142,158,1.11267606,2026-07-01,2026-07-16
KR,1002716982684382,120249290724260783,🇰🇷_KR_54_[Olympus],USD,1.65,1,1.65,,,3.03030303,50,31,33,1.06451613,2026-07-01,2026-07-16
KR,1002716982684382,120249290724290783,🇰🇷_KR_54_[Olympus],USD,1.46,,,,,0,13.15315315,109,111,1.01834862,2026-07-01,2026-07-16
KR,1002716982684382,120249290724280783,🇰🇷_KR_54_[Olympus],USD,0.86,,,,,0,8.34951456,102,103,1.00980392,2026-07-01,2026-07-16
KR,1002716982684382,120249290724300783,🇰🇷_KR_54_[Olympus],USD,1.61,,,,,2.81690141,22.67605634,71,71,1,2026-07-01,2026-07-16
KR,1002716982684382,120249290724200783,🇰🇷_KR_54_[Olympus],USD,0.42,,,,,0,70,5,6,1.2,2026-07-01,2026-07-16
KR,1002716982684382,120249290724170783,🇰🇷_KR_54_[Olympus],USD,1.53,,,,,0.9009009,13.78378378,108,111,1.02777778,2026-07-01,2026-07-16
KR,1002716982684382,120249290724230783,🇰🇷_KR_54_[Olympus],USD,0.48,,,,,0,40,12,12,1,2026-07-01,2026-07-16
KR,1002716982684382,120249290724220783,🇰🇷_KR_54_[Olympus],USD,2.37,1,2.37,,,1.36986301,32.46575342,73,73,1,2026-07-01,2026-07-16
KR,1002716982684382,120249290724210783,🇰🇷_KR_54_[Olympus],USD,1.26,,,,,0.94339623,11.88679245,98,106,1.08163265,2026-07-01,2026-07-16
KR,1002716982684382,120249290724180783,🇰🇷_KR_54_[Olympus],USD,2.92,,,,,1.12359551,32.80898876,87,89,1.02298851,2026-07-01,2026-07-16
KR,1002716982684382,120249290724190783,🇰🇷_KR_54_[Olympus],USD,0.98,,,,,0,6.24203822,142,157,1.1056338,2026-07-01,2026-07-16
KR,2482129615638921,120250188904910551,🇰🇷_KR_54_[Olympus],USD,8.98,,,,,0,46.28865979,192,194,1.01041667,2026-07-01,2026-07-16
KR,2482129615638921,120250188946230551,🇰🇷_KR_54_[Olympus],USD,4.33,,,,,0.92807425,5.02320186,726,862,1.18732782,2026-07-01,2026-07-16
KR,2482129615638921,120250188948520551,🇰🇷_KR_54_[Olympus],USD,7.87,,,,,0,46.02339181,161,171,1.0621118,2026-07-01,2026-07-16
KR,2482129615638921,120250188948540551,🇰🇷_KR_54_[Olympus],USD,8.38,1,8.38,,,1.36986301,57.39726027,143,146,1.02097902,2026-07-01,2026-07-16
KR,2482129615638921,120250188948550551,🇰🇷_KR_54_[Olympus],USD,10.11,,,,,1.66666667,84.25,116,120,1.03448276,2026-07-01,2026-07-16
KR,2482129615638921,120250188948530551,🇰🇷_KR_54_[Olympus],USD,9.39,,,,,0,53.35227273,170,176,1.03529412,2026-07-01,2026-07-16
KR,2482129615638921,120250188948660551,🇰🇷_KR_54_[Olympus],USD,8.98,,,,,0,44.9,185,200,1.08108108,2026-07-01,2026-07-16
KR,2030701011138690,120254402813780670,🇰🇷_KR_54_[Olympus],USD,8.85,,,,,0,41.54929577,207,213,1.02898551,2026-07-01,2026-07-16
KR,2030701011138690,120254406021740670,🇰🇷_KR_54_[Olympus],USD,8.64,,,,,0.43859649,37.89473684,222,228,1.02702703,2026-07-01,2026-07-16
KR,2030701011138690,120254406032530670,🇰🇷_KR_54_[Olympus],USD,8.63,,,,,1.36363636,39.22727273,214,220,1.02803738,2026-07-01,2026-07-16
KR,2030701011138690,120254406032590670,🇰🇷_KR_54_[Olympus],USD,9.05,,,,,0,37.09016393,236,244,1.03389831,2026-07-01,2026-07-16
KR,2030701011138690,120254406032570670,🇰🇷_KR_54_[Olympus],USD,0.12,,,,,0,60,2,2,1,2026-07-01,2026-07-16
KR,2030701011138690,120254406032580670,🇰🇷_KR_54_[Olympus],USD,41.16,4,10.29,1,41.16,1.73724213,44.69055375,883,921,1.04303511,2026-07-01,2026-07-16
KR,2030701011138690,120254406032600670,🇰🇷_KR_54_[Olympus],USD,21.08,2,10.54,1,21.08,1.99115044,46.63716814,429,452,1.05361305,2026-07-01,2026-07-16
KR,2030701011138690,120254426441780670,🇰🇷_KR_54_[Olympus],USD,4.56,,,,,0.66225166,30.1986755,145,151,1.04137931,2026-07-01,2026-07-16
KR,2030701011138690,120254426448180670,🇰🇷_KR_54_[Olympus],USD,4.04,,,,,0.88235294,11.88235294,321,340,1.05919003,2026-07-01,2026-07-16
KR,2030701011138690,120254426448050670,🇰🇷_KR_54_[Olympus],USD,2.84,,,,,0,26.2962963,107,108,1.00934579,2026-07-01,2026-07-16
KR,2030701011138690,120254426448060670,🇰🇷_KR_54_[Olympus],USD,0.46,,,,,0,92,4,5,1.25,2026-07-01,2026-07-16
KR,2030701011138690,120254426447950670,🇰🇷_KR_54_[Olympus],USD,5.65,1,5.65,,,1.04166667,29.42708333,180,192,1.06666667,2026-07-01,2026-07-16
KR,2030701011138690,120254426448190670,🇰🇷_KR_54_[Olympus],USD,4.96,,,,,1.77304965,17.58865248,261,282,1.08045977,2026-07-01,2026-07-16
KR,2030701011138690,120254426448100670,🇰🇷_KR_54_[Olympus],USD,3.96,,,,,0,18.24884793,205,217,1.05853659,2026-07-01,2026-07-16
KR,2030701011138690,120254426447970670,🇰🇷_KR_54_[Olympus],USD,2.53,,,,,0.78740157,19.92125984,123,127,1.03252033,2026-07-01,2026-07-16
KR,2030701011138690,120254426447960670,🇰🇷_KR_54_[Olympus],USD,3.68,,,,,0.72463768,26.66666667,128,138,1.078125,2026-07-01,2026-07-16
